buyer_id,adults,children,room
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,2,0,1
54,1,0,1
54,2,0,1
54,2,0,1
55,1,0,1
55,1,0,1
55,1,0,1
55,1,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
55,2,0,1
58,4,0,1
58,4,0,1
58,4,0,1
58,4,0,1
58,4,0,1
58,4,0,1
58,4,0,1
58,4,0,1
64,2,0,1
64,2,0,1
64,2,0,1
64,2,0,1
64,2,0,1
64,2,0,1
66,1,1,1
66,1,1,1
66,1,1,1
66,1,1,1
67,2,0,1
67,2,0,1
67,2,0,1
67,1,0,1
67,1,0,1
67,1,0,1
67,1,0,1
67,1,0,1
67,1,0,1
67,1,0,1
67,2,0,1
67,2,0,1
67,1,0,1
67,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
72,2,0,1
76,1,0,1
76,1,0,1
76,2,0,1
76,1,0,1
76,1,0,1
76,1,0,1
76,1,0,1
76,1,0,1
76,1,0,1
76,1,0,1
78,2,1,1
78,2,1,1
78,2,1,1
78,2,1,1
78,2,1,1
78,2,1,1
78,2,1,1
78,2,1,1
78,2,1,1
78,2,1,1
83,2,0,1
83,2,0,1
83,1,0,1
83,1,0,1
83,2,0,1
83,2,0,1
83,2,0,1
83,2,0,1
83,2,0,1
83,2,0,1
83,2,0,1
83,2,0,1
84,2,0,1
84,2,0,1
84,2,0,1
84,2,0,1
84,2,2,1
84,2,2,1
84,2,0,1
84,2,0,1
84,2,0,1
84,2,0,1
84,2,0,1
84,2,0,1
84,2,0,1
90,3,0,1
90,3,0,1
90,3,0,1
90,3,0,1
90,3,0,1
90,3,0,1
90,1,0,1
90,1,0,1
92,2,0,1
92,2,0,1
92,2,0,1
95,2,0,1
95,2,0,1
95,2,0,1
95,2,0,1
95,1,0,1
95,1,0,1
95,1,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
99,2,0,1
100,5,0,1
100,5,0,1
100,5,0,1
100,5,0,1
100,5,0,1
100,5,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
106,2,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,2,0,1
107,2,0,1
107,2,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,1,0,1
107,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
108,2,0,1
113,1,0,1
113,1,0,1
113,1,0,1
113,1,0,1
113,1,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
117,2,0,1
123,4,1,2
123,3,1,2
123,3,1,2
123,2,0,1
123,2,0,1
123,2,0,1
123,2,0,1
123,2,0,1
123,2,0,1
123,2,0,1
123,2,0,1
123,2,0,1
123,4,0,2
130,1,0,1
130,2,0,1
130,2,0,1
130,2,0,1
130,2,0,1
130,2,0,1
130,1,0,1
130,1,0,1
130,1,0,1
130,1,0,1
130,1,0,1
130,1,0,1
130,1,0,1
130,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,1,0,1
131,2,0,1
131,2,0,1
132,2,0,1
132,2,0,1
132,2,0,1
132,2,0,1
132,2,0,1
132,2,0,1
132,6,0,2
137,1,0,1
137,1,1,1
137,1,1,1
137,1,1,1
137,1,1,1
137,1,1,1
137,1,1,1
137,1,1,1
137,1,1,1
137,2,0,1
137,2,0,1
137,8,0,1
137,2,0,1
137,2,0,1
137,2,0,1
137,8,0,1
137,2,0,1
143,4,0,1
143,4,0,1
143,4,0,1
143,4,0,1
143,4,0,1
143,2,0,1
143,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
144,2,0,1
145,3,0,1
145,3,0,1
145,3,0,1
145,3,0,1
145,3,0,1
145,3,0,1
145,3,0,1
145,3,0,1
145,3,0,1
145,2,0,1
145,2,0,1
145,3,0,1
145,3,0,1
145,2,0,1
145,2,0,1
145,2,0,1
145,2,0,1
145,2,0,1
145,3,0,1
145,2,0,1
145,2,0,1
146,2,0,1
146,2,0,1
146,2,0,1
146,2,0,1
146,2,0,1
146,2,0,1
146,2,0,1
146,2,0,1
146,2,0,1
146,2,0,1
146,4,0,1
146,4,0,1
146,4,0,1
146,4,0,1
146,4,0,2
146,4,0,2
146,4,0,1
146,4,0,1
146,4,0,1
146,4,0,1
146,4,0,1
147,3,0,1
147,3,0,1
147,3,0,1
147,3,0,1
147,3,0,1
147,3,0,1
147,3,0,1
147,3,0,1
147,3,0,1
147,3,0,1
147,3,0,1
151,2,0,1
151,2,0,1
151,2,0,1
151,2,0,1
151,2,0,1
151,1,0,1
151,1,0,1
151,2,0,1
152,3,0,1
152,3,0,1
152,3,0,1
152,2,0,1
152,2,0,1
152,2,0,1
152,2,0,1
158,2,0,1
158,2,0,1
158,2,0,1
158,2,0,1
158,2,0,1
158,2,0,1
158,2,0,1
158,1,2,1
158,2,0,1
158,2,0,1
158,2,2,1
165,2,0,1
165,2,0,1
165,1,0,1
165,2,0,2
165,2,0,1
165,2,0,2
165,1,0,1
171,2,0,1
171,2,0,1
171,1,1,3
171,1,3,3
171,9,3,3
171,2,3,1
171,9,3,3
176,2,0,1
176,2,0,1
176,2,0,1
176,4,0,2
176,4,0,2
176,4,0,2
176,4,0,2
178,1,0,1
178,1,0,1
178,2,0,1
180,4,1,2
180,4,1,2
180,4,1,2
180,4,1,2
180,4,1,2
181,2,0,1
181,2,0,1
181,2,0,1
181,2,0,1
181,2,0,1
181,2,0,1
181,2,0,1
181,2,0,1
181,2,0,1
181,2,0,1
181,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
184,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
185,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
194,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
203,2,0,1
214,2,0,1
214,2,0,1
214,2,0,1
214,2,0,1
215,4,0,1
215,4,0,1
215,4,0,1
215,4,0,1
215,4,0,1
215,4,0,1
216,2,0,1
216,2,0,1
216,2,0,1
216,2,0,1
216,2,0,1
218,2,2,1
218,1,0,1
218,1,0,1
218,1,0,1
218,2,0,1
218,2,0,1
218,2,0,1
218,2,0,1
218,2,0,1
223,2,0,1
223,2,0,1
223,2,0,1
223,2,0,1
227,2,0,1
227,2,0,1
227,2,0,1
227,2,0,1
227,2,0,1
227,2,0,1
232,2,0,1
232,2,0,1
232,2,0,1
233,1,0,1
233,1,0,1
233,1,0,1
233,1,0,1
233,1,0,1
233,2,0,1
235,2,0,1
235,2,0,1
235,2,0,1
235,2,0,1
235,2,0,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
238,2,2,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
244,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,4,0,2
249,4,0,2
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
249,2,0,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,1,1
250,2,0,1
263,2,4,1
263,2,4,1
263,2,0,1
263,2,5,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
268,2,2,1
270,2,0,1
270,2,0,1
270,2,0,1
270,2,0,1
270,2,0,1
271,2,0,1
271,4,0,2
271,4,0,2
275,4,0,1
275,4,0,1
275,4,0,1
275,4,0,1
275,4,0,1
275,4,0,1
275,2,0,1
275,4,0,1
275,2,0,1
275,4,0,1
275,2,0,1
275,4,0,1
275,2,0,1
275,4,0,1
275,4,0,1
275,4,0,1
275,4,0,1
275,4,0,1
278,2,0,1
278,2,0,1
278,2,0,1
278,2,0,1
278,2,1,1
278,2,1,1
278,2,1,1
285,2,0,1
285,2,2,1
285,2,2,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,2,0,1
285,1,2,1
288,2,0,1
288,1,0,1
288,2,0,1
288,2,0,1
299,1,0,1
299,1,0,1
299,1,0,1
299,1,0,1
301,2,0,1
301,2,0,1
301,2,0,1
301,3,3,2
301,4,0,1
301,4,0,1
307,1,0,1
307,1,0,1
307,1,0,1
307,1,0,1
307,1,0,1
307,2,2,1
307,2,2,1
307,2,2,1
307,1,0,1
307,1,0,1
307,1,0,1
307,1,0,1
307,1,0,1
307,1,0,1
307,1,0,1
307,1,0,1
307,2,0,2
307,2,0,2
309,2,0,1
309,2,0,1
309,2,0,1
309,2,0,1
312,1,0,1
312,1,0,1
312,1,0,1
312,1,0,1
312,2,0,1
313,3,0,1
313,3,0,1
313,2,0,1
313,2,0,1
313,2,0,1
313,2,0,1
313,2,0,1
313,2,0,1
313,2,0,1
313,2,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,2,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,2,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,1,0,1
313,1,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
313,3,0,1
316,2,0,1
316,2,0,1
316,2,0,1
316,2,0,1
316,2,0,1
316,2,0,1
316,2,0,1
316,2,0,1
316,2,0,1
317,2,0,1
317,2,0,1
317,2,0,1
317,2,0,1
317,2,0,1
317,2,0,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,0,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,0,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,2,1
320,2,0,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
320,2,1,1
322,2,2,1
322,2,2,1
322,2,2,1
327,2,0,1
327,1,0,1
327,1,0,1
327,2,0,1
327,2,0,1
327,2,0,1
327,2,0,1
327,2,0,1
327,2,0,1
327,2,0,1
327,2,0,1
327,2,0,1
330,2,1,1
330,2,1,1
330,2,1,1
333,2,0,1
333,2,0,1
333,2,0,1
333,1,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,4,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,2,0,1
336,2,0,1
337,2,2,1
337,2,2,1
337,2,2,1
337,2,2,1
337,2,2,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
338,2,0,1
339,2,0,1
339,2,0,1
339,2,0,1
339,2,0,1
339,7,2,4
339,7,2,2
339,2,0,1
339,2,0,1
339,6,0,3
339,2,0,1
339,2,0,1
339,2,0,1
339,2,0,1
339,2,0,1
339,2,0,1
339,2,0,1
339,2,0,1
339,2,0,1
339,2,3,1
342,2,0,1
342,2,0,1
342,2,0,2
342,2,0,1
342,2,0,1
349,2,0,1
349,2,0,1
349,2,0,1
349,2,0,1
349,2,0,1
349,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
350,2,0,1
358,2,0,1
358,2,0,1
358,2,0,1
358,2,0,1
358,2,0,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,0,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
359,2,1,1
360,2,0,1
360,2,0,1
360,1,0,1
361,2,0,1
361,2,0,1
361,2,0,1
361,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
362,2,0,1
363,2,0,1
363,2,0,1
363,2,0,1
363,2,0,1
364,1,2,1
364,1,2,1
364,1,2,1
364,4,1,2
364,4,1,2
364,4,1,2
364,4,1,2
364,2,1,1
364,4,1,2
364,2,1,1
364,4,1,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,1
364,2,3,1
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,1
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,3,2
364,2,0,1
364,2,3,2
364,2,3,2
365,2,2,1
365,2,2,1
365,2,2,1
365,2,2,1
365,2,2,1
365,2,2,1
365,2,2,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,1,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,2,0,1
366,1,0,1
366,1,0,1
366,1,0,1
366,1,0,1
366,1,0,1
366,1,0,1
366,1,0,1
366,1,0,1
366,1,0,1
366,1,0,1
366,2,0,1
366,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
367,2,0,1
368,6,0,3
368,5,0,2
368,5,0,2
368,5,0,2
368,5,0,2
368,2,0,1
368,2,0,1
368,2,0,1
368,2,0,1
369,2,0,1
369,2,0,1
369,2,0,1
369,1,0,1
369,1,0,1
369,1,0,1
369,1,0,1
369,1,0,1
369,1,0,1
369,1,0,1
369,1,0,1
370,2,0,1
370,2,0,1
370,2,0,1
370,2,0,1
370,2,0,1
370,2,0,1
370,2,0,1
371,1,0,1
371,1,0,1
371,1,0,1
371,1,0,1
371,1,0,1
371,1,0,1
371,1,0,1
371,1,0,1
371,1,0,1
372,1,0,1
372,1,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,1,0,1
372,1,0,1
372,1,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
372,2,0,1
373,2,0,1
373,2,0,1
373,2,0,1
374,4,0,1
374,2,0,1
374,2,0,1
374,2,0,1
374,2,0,1
374,2,0,1
374,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,1,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,1,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,2,0,1
375,1,0,1
375,1,0,1
375,1,0,1
376,1,0,1
376,1,0,1
376,2,0,1
376,2,0,1
376,2,0,1
376,2,0,1
376,2,1,1
376,2,1,1
376,3,1,1
376,3,0,1
376,3,2,1
376,3,2,1
376,2,1,1
376,2,1,1
376,1,0,1
376,1,0,1
377,2,0,1
377,2,0,1
377,2,0,1
377,3,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,1,0,1
378,2,0,1
378,2,0,1
378,1,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,1,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
378,2,0,1
379,2,0,1
379,2,0,1
379,2,0,1
379,2,0,1
380,1,0,1
380,1,0,1
380,1,0,1
380,1,0,1
380,1,0,1
380,1,0,1
380,1,0,1
380,1,0,1
380,1,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
381,2,0,1
